# kappa                         C                 sigmaj                            m                 sigmaj
0.1550      1.3184484023287357246   0.0692175522764613277         0.4397994065159447907   0.0113308718944127879
0.1558      1.1422826657178895005   0.0457535819322897885         0.3922967607623810693   0.0109010300666148655
0.1570      1.0501617956406454901   0.1232169990866964632         0.3402474768132068839   0.0290586667020502898
