# kappa                         C                 sigmaj                            m                 sigmaj
0.1550      1.3442530812518327377   0.0476932333656426705         0.4148987525667097720   0.0074829257513217328
0.1558      1.1816871816134186801   0.0337063261477214826         0.3617099869425035030   0.0072620466793333529
0.1570      1.1147399999835383433   0.0740519684425539060         0.3038881209918708470   0.0152517842138063485
