# t                       norm_latt                     t                  norm_cont
  0.00000000              0.0000000000000000000         0.00000000   0.00237471524161729
  3.125000000000000E-002  1.763055495227045E-004	0.03125   0.0023746941992427320579   
  6.250000000000000E-002  5.086844059298747E-004	0.0625   0.0023746676373306865077   
  9.375000000000000E-002  8.457842892942236E-004	0.09375   0.0023746135846493179344   
  0.125000000000000       1.136710493744525E-003	0.125   0.0023745353228044956795   
  0.156250000000000       1.371467083739490E-003	0.15625   0.0023744342249059390343   
  0.187500000000000       1.555084960627161E-003	0.1875   0.0023743105905485286771   
  0.218750000000000       1.696789947086549E-003	0.21875   0.0023741644680515230560   
  0.250000000000000       1.805787358077465E-003	0.25   0.0023739958640648904009   
  0.281250000000000       1.889876360326849E-003	0.28125   0.0023738047794203673342   
  0.312500000000000       1.955210928911603E-003	0.3125   0.0023735912142155485352   
  0.343750000000000       2.006475376142303E-003	0.34375   0.0023733551684613741015   
  0.375000000000000       2.047168878335697E-003	0.375   0.0023730966421590289703   
  0.406250000000000       2.079881403106359E-003	0.40625   0.0023728156353086380914   
  0.437500000000000       2.106523718844954E-003	0.4375   0.0023725121479102143604   
  0.468750000000000       2.128506447710602E-003	0.46875   0.0023721861799637590851   
  0.500000000000000       2.146874532740869E-003	0.5   0.0023718377314692723960   
  0.531250000000000       2.162406230837243E-003	0.53125   0.0023714668024267543062   
  0.562500000000000       2.175685199494167E-003	0.5625   0.0023710733928362048169   
  0.593750000000000       2.187152707959322E-003	0.59375   0.0023706575026976239282   
  0.625000000000000       2.197145384899965E-003	0.625   0.0023702191320110116401   
  0.656250000000000       2.205922527347123E-003	0.65625   0.0023697582807763679526   
  0.687500000000000       2.213685905568576E-003	0.6875   0.0023692749489936928657   
  0.718750000000000       2.220594179526045E-003	0.71875   0.0023687691366629863794   
  0.750000000000000       2.226773442798243E-003	0.75   0.0023682408437842484937   
  0.781250000000000       2.232324977005736E-003	0.78125   0.0023676900703574792086   
  0.812500000000000       2.237330990185068E-003	0.8125   0.0023671168163826785241   
  0.843750000000000       2.241858891989670E-003	0.84375   0.0023665210818598464403   
  0.875000000000000       2.245964501877834E-003	0.875   0.0023659028667889829570   
  0.906250000000000       2.249694474999740E-003	0.90625   0.0023652621711700880744   
  0.937500000000000       2.253088151175522E-003	0.9375   0.0023645989950031617924   
  0.968750000000000       2.256178975792571E-003	0.96875   0.0023639133382882041111   
   1.00000000000000       2.258995600972223E-003	1.   0.0023632052010252150306   
   1.03125000000000       2.261562746256543E-003	1.03125   0.0023624745832141945518   
   1.06250000000000       2.263901877165493E-003	1.0625   0.0023617214848551426772   
   1.09375000000000       2.266031744760492E-003	1.09375   0.0023609459059480594143   
   1.12500000000000       2.267968818350665E-003	1.125   0.0023601478464929447852   
   1.15625000000000       2.269727635401834E-003	1.15625   0.0023593273064897988488   
   1.18750000000000       2.271321086789833E-003	1.1875   0.0023584842859386217545   
   1.21875000000000       2.272760651163858E-003	1.21875   0.0023576187848394138616   
   1.25000000000000       2.274056588950989E-003	1.25   0.0023567308031921759929   
   1.28125000000000       2.275218104092806E-003	1.28125   0.0023558203409969099478   
   1.31250000000000       2.276253479788391E-003	1.3125   0.0023548873982536195012   
   1.34375000000000       2.277170193152339E-003	1.34375   0.0023539319749623122680   
   1.37500000000000       2.277975012622773E-003	1.375   0.0023529540711230030644   
   1.40625000000000       2.278674081199581E-003	1.40625   0.0023519536867357197625   
   1.43750000000000       2.279272987905262E-003	1.4375   0.0023509308218005131756   
   1.46875000000000       2.279776829462604E-003	1.46875   0.0023498854763174732670   
   1.50000000000000       2.280190263748394E-003	1.5   0.0023488176502867550154   
   1.53125000000000       2.280517556307053E-003	1.53125   0.0023477273437086186511   
   1.56250000000000       2.280762621003641E-003	1.5625   0.0023466145565834907790   
   1.59375000000000       2.280929055646890E-003	1.59375   0.0023454792889120551860   
   1.62500000000000       2.281020173348626E-003	1.625   0.0023443215406953849635   
   1.65625000000000       2.281039030177261E-003	1.65625   0.0023431413119351310129   
   1.68750000000000       2.280988449646660E-003	1.6875   0.0023419386026337860950   
   1.71875000000000       2.280871044440867E-003	1.71875   0.0023407134127950483468   
   1.75000000000000       2.280689235745798E-003	1.75   0.0023394657424243136464   
   1.78125000000000       2.280445270489689E-003	1.78125   0.0023381955915293323243   
   1.81250000000000       2.280141236759855E-003	1.8125   0.0023369029601210724695   
   1.84375000000000       2.279779077610355E-003	1.84375   0.0023355878482148393779   
   1.87500000000000       2.279360603464248E-003	1.875   0.0023342502558317084610   
   1.90625000000000       2.278887503264616E-003	1.90625   0.0023328901830003370335   
   1.93750000000000       2.278361354534455E-003	1.9375   0.0023315076297592287012   
   1.96875000000000       2.277783632449341E-003	1.96875   0.0023301025961595324102   
   2.00000000000000       2.277155718058857E-003	2.   0.0023286750822684664115   
   2.03125000000000       2.276478905725959E-003	2.03125   0.0023272250881734652611   
   2.06250000000000       2.275754409886235E-003	2.0625   0.0023257526139871553288   
   2.09375000000000       2.274983371192343E-003	2.09375   0.0023242576598532709237   
   2.12500000000000       2.274166862105550E-003	2.125   0.0023227402259536289019   
   2.15625000000000       2.273305892002689E-003	2.15625   0.0023212003125162843086   
   2.18750000000000       2.272401411834934E-003	2.1875   0.0023196379198249930873   
   2.21875000000000       2.271454318393560E-003	2.21875   0.0023180530482301100211   
   2.25000000000000       2.270465458215158E-003	2.25   0.0023164456981610507467   
   2.28125000000000       2.269435631164420E-003	2.28125   0.0023148158701404458244   
   2.31250000000000       2.268365593729847E-003	2.3125   0.0023131635648001123968   
   2.34375000000000       2.267256062045055E-003	2.34375   0.0023114887828989649020   
   2.37500000000000       2.266107714685780E-003	2.375   0.0023097915253429806341   
   2.40625000000000       2.264921195238609E-003	2.40625   0.0023080717932073286824   
   2.43750000000000       2.263697114676511E-003	2.4375   0.0023063295877607620131   
   2.46875000000000       2.262436053556993E-003	2.46875   0.0023045649104923622391   
   2.50000000000000       2.261138564055623E-003	2.5   0.0023027777631407150920   
   2.53125000000000       2.259805171849883E-003	2.53125   0.0023009681477255818657   
   2.56250000000000       2.258436377869893E-003	2.5625   0.0022991360665821183021   
   2.59375000000000       2.257032659922810E-003	2.59375   0.0022972815223976776873   
   2.62500000000000       2.255594474204504E-003	2.625   0.0022954045182512194875   
   2.65625000000000       2.254122256706594E-003	2.65625   0.0022935050576553288472   
   2.68750000000000       2.252616424529902E-003	2.6875   0.0022915831446008358855   
   2.71875000000000       2.251077377107491E-003	2.71875   0.0022896387836040071161   
   2.75000000000000       2.249505497347361E-003	2.75   0.0022876719797562646835   
   2.78125000000000       2.247901152704271E-003	2.78125   0.0022856827387763725932   
   2.81250000000000       2.246264696177420E-003	2.8125   0.0022836710670650129021   
   2.84375000000000       2.244596467250350E-003	2.84375   0.0022816369717616590654   
   2.87500000000000       2.242896792767669E-003	2.875   0.0022795804608036384570   
   2.90625000000000       2.241165987762342E-003	2.90625   0.0022775015429872616169   
   2.93750000000000       2.239404356227212E-003	2.9375   0.0022754002280308821515   
   2.96875000000000       2.237612191845715E-003	2.96875   0.0022732765266397385205   
   3.00000000000000       2.235789778674835E-003	3.   0.0022711304505724172739   
   3.03125000000000       2.233937391790692E-003	3.03125   0.0022689620127087667362   
   3.06250000000000       2.232055297895412E-003	3.0625   0.0022667712271190807154   
   3.09375000000000       2.230143755888968E-003	3.09375   0.0022645581091343636017   
   3.12500000000000       2.228203017408059E-003	3.125   0.0022623226754174812373   
   3.15625000000000       2.226233327336029E-003	3.15625   0.0022600649440349962008   
   3.18750000000000       2.224234924282831E-003	3.1875   0.0022577849345294816649   
   3.21875000000000       2.222208041038186E-003	3.21875   0.0022554826679921047469   
   3.25000000000000       2.220152904999473E-003	3.25   0.0022531581671352682598   
   3.28125000000000       2.218069738578767E-003	3.28125   0.0022508114563650989540   
   3.31250000000000       2.215958759580765E-003	3.3125   0.0022484425618535706918   
   3.34375000000000       2.213820181567739E-003	3.34375   0.0022460515116100524589   
   3.37500000000000       2.211654214201458E-003	3.375   0.0022436383355520736508   
   3.40625000000000       2.209461063563014E-003	3.40625   0.0022412030655751026109   
   3.43750000000000       2.207240932459051E-003	3.4375   0.0022387457356211388845   
   3.46875000000000       2.204994020712105E-003	3.46875   0.0022362663817459250223   
   3.50000000000000       2.202720525430337E-003	3.5   0.0022337650421845899466   
   3.53125000000000       2.200420641267008E-003	3.53125   0.0022312417574155428151   
   3.56250000000000       2.198094560661331E-003	3.5625   0.0022286965702224439091   
   3.59375000000000       2.195742474069508E-003	3.59375   0.0022261295257540872616   
   3.62500000000000       2.193364570181847E-003	3.625   0.0022235406715820384503   
   3.65625000000000       2.190961036123596E-003	3.65625   0.0022209300577558801467   
   3.68750000000000       2.188532057650097E-003	3.6875   0.0022182977368559275567   
   3.71875000000000       2.186077819327320E-003	3.71875   0.0022156437640432857471   
   3.75000000000000       2.183598504700606E-003	3.75   0.0022129681971071309542   
   3.78125000000000       2.181094296456150E-003	3.78125   0.0022102710965091082615   
   3.81250000000000       2.178565376570225E-003	3.8125   0.0022075525254247484337   
   3.84375000000000       2.176011926450165E-003	3.84375   0.0022048125497818171676   
   3.87500000000000       2.173434127066236E-003	3.875   0.0022020512382955204956   
   3.90625000000000       2.170832159073655E-003	3.90625   0.0021992686625005005075   
   3.93750000000000       2.168206202928869E-003	3.9375   0.0021964648967795658982   
   3.96875000000000       2.165556438995263E-003	3.96875   0.0021936400183891120501   
   4.00000000000000       2.162883047642591E-003	4.   0.0021907941074811953856   
   4.03125000000000       2.160186209339501E-003	4.03125   0.0021879272471222365346   
   4.06250000000000       2.157466104737523E-003	4.0625   0.0021850395233083364252   
   4.09375000000000       2.154722914749710E-003	4.09375   0.0021821310249771986889   
   4.12500000000000       2.151956820623131E-003	4.125   0.0021792018440166607502   
   4.15625000000000       2.149168004003331E-003	4.15625   0.0021762520752698446220   
   4.18750000000000       2.146356646994474E-003	4.1875   0.0021732818165369467278   
   4.21875000000000       2.143522932213610E-003	4.21875   0.0021702911685736940106   
   4.25000000000000       2.140667042838770E-003	4.25   0.0021672802350865011414   
   4.28125000000000       2.137789162653059E-003	4.28125   0.0021642491227243708099   
   4.31250000000000       2.134889476082124E-003	4.3125   0.0021611979410675858431   
   4.34375000000000       2.131968168227535E-003	4.34375   0.0021581268026132482596   
   4.37500000000000       2.129025424897579E-003	4.375   0.0021550358227577263189   
   4.40625000000000       2.126061432629172E-003	4.40625   0.0021519251197760761653   
   4.43750000000000       2.123076378710788E-003	4.4375   0.0021487948147985097957   
   4.46875000000000       2.120070451196407E-003	4.46875   0.0021456450317839858027   
   4.50000000000000       2.117043838920277E-003	4.5   0.0021424758974910036629   
   4.53125000000000       2.113996731504155E-003	4.53125   0.0021392875414456862571   
   4.56250000000000       2.110929319363537E-003	4.5625   0.0021360800959072388366   
   4.59375000000000       2.107841793709554E-003	4.59375   0.0021328536958308757954   
   4.62500000000000       2.104734346547652E-003	4.625   0.0021296084788283093708   
   4.65625000000000       2.101607170673890E-003	4.65625   0.0021263445851258968058   
   4.68750000000000       2.098460459667562E-003	4.6875   0.0021230621575205445512   
   4.71875000000000       2.095294407881979E-003	4.71875   0.0021197613413334697983   
   4.75000000000000       2.092109210432113E-003	4.75   0.0021164422843619210114   
   4.78125000000000       2.088905063180044E-003	4.78125   0.0021131051368289601926   
   4.81250000000000       2.085682162717480E-003	4.8125   0.0021097500513314103715   
   4.84375000000000       2.082440706347795E-003	4.84375   0.0021063771827860722847   
   4.87500000000000       2.079180892064276E-003	4.875   0.0021029866883743144021   
   4.90625000000000       2.075902918526979E-003	4.90625   0.0020995787274851403943   
   4.93750000000000       2.072606985038302E-003	4.9375   0.0020961534616568378164   
   4.96875000000000       2.069293291516880E-003	4.96875   0.0020927110545173112405   
   5.00000000000000       2.065962038468736E-003	5.   0.0020892516717232022958   
   5.03125000000000       2.062613426959244E-003	5.03125   0.0020857754808978981072   
   5.06250000000000       2.059247658580834E-003	5.0625   0.0020822826515685284525   
   5.09375000000000       2.055864935422684E-003	5.09375   0.0020787733551020506184   
   5.12500000000000       2.052465460035994E-003	5.125   0.0020752477646405194204   
   5.15625000000000       2.049049435401318E-003	5.15625   0.0020717060550356381955   
   5.18750000000000       2.045617064893012E-003	5.1875   0.0020681484027826847680   
   5.21875000000000       2.042168552243143E-003	5.21875   0.0020645749859539044648   
   5.25000000000000       2.038704101505329E-003	5.25   0.0020609859841314602056   
   5.28125000000000       2.035223917017236E-003	5.28125   0.0020573815783400275497   
   5.31250000000000       2.031728203362713E-003	5.3125   0.0020537619509791203332   
   5.34375000000000       2.028217165333612E-003	5.34375   0.0020501272857552302102   
   5.37500000000000       2.024691007890729E-003	5.375   0.0020464777676138610125   
   5.40625000000000       2.021149936124973E-003	5.40625   0.0020428135826715363845   
   5.43750000000000       2.017594155217821E-003	5.4375   0.0020391349181478566402   
   5.46875000000000       2.014023870401369E-003	5.46875   0.0020354419622976782318   
   5.50000000000000       2.010439286919063E-003	5.5   0.0020317349043434866330   
   5.53125000000000       2.006840609985699E-003	5.53125   0.0020280139344080308220   
   5.56250000000000       2.003228044747075E-003	5.5625   0.0020242792434472849127   
   5.59375000000000       1.999601796240522E-003	5.59375   0.0020205310231837998380   
   5.62500000000000       1.995962069354794E-003	5.625   0.0020167694660405053335   
   5.65625000000000       1.992309068790655E-003	5.65625   0.0020129947650750198216   
   5.68750000000000       1.988642999021688E-003	5.6875   0.0020092071139145231504   
   5.71875000000000       1.984964064253585E-003	5.71875   0.0020054067066912445120   
   5.75000000000000       1.981272468387154E-003	5.75   0.0020015937379786152545   
   5.78125000000000       1.977568414978343E-003	5.78125   0.0019977684027281337096   
   5.81250000000000       1.973852107199618E-003	5.8125   0.0019939308962069865999   
   5.84375000000000       1.970123747803375E-003	5.84375   0.0019900814139364690599   
   5.87500000000000       1.966383539083500E-003	5.875   0.0019862201516312428097   
   5.90625000000000       1.962631682838201E-003	5.90625   0.0019823473051394695690   
   5.93750000000000       1.958868380333857E-003	5.9375   0.0019784630703838543849   
   5.96875000000000       1.955093832268892E-003	5.96875   0.0019745676433036311814   
   6.00000000000000       1.951308238738408E-003	6.   0.0019706612197975205205   
   6.03125000000000       1.947511799198806E-003	6.03125   0.0019667439956676872950   
   6.06250000000000       1.943704712434203E-003	6.0625   0.0019628161665647238582   
   6.09375000000000       1.939887176522335E-003	6.09375   0.0019588779279336819312   
   6.12500000000000       1.936059388801262E-003	6.125   0.0019549294749611745262   
   6.15625000000000       1.932221545837643E-003	6.15625   0.0019509710025235670675   
   6.18750000000000       1.928373843394822E-003	6.1875   0.0019470027051362749079   
